1.0806,49.3
1.4656,49.55
1.6614,49.3
1.8583,48.55
2.0566,47.8
2.2523,49.05
2.4519,48.8
2.6453,49.55
2.842,50.05
3.0399,27.55
3.2358,3.55
3.4327,6.8
3.6288,7.55
3.8251,8.8
4.0229,7.8
4.2161,5.8
4.4124,4.55
4.6079,5.8
4.8074,5.3
4.9999,3.3
5.1948,0.80005
5.3919,16.8
5.5869,62.8
5.7838,63.8
5.9823,63.55
