0.030247,-5,1.6393,0.46789,-34.25,0,0.53211,-9.25,-14.754,0.48034,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.046075,-4,-4.919,0.47619,-38.5,0,0.53944,-8.75,-14.754,0.48376,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.061002,-3,-4.919,0.4696,-44.75,-59.004,0.54066,-1.5,-14.754,0.47912,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.073054,2,-4.919,0.47057,-55,-59.004,0.54164,7.75,-14.754,0.48303,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.08503,9,-4.919,0.47033,-69,-59.004,0.5431,19.5,152.46,0.47668,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.096826,16,-4.919,0.4735,-86,-59.004,0.53895,34.25,152.46,0.48156,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.10799,24.75,-4.919,0.47009,-99.75,-59.004,0.5326,48,152.46,0.4757,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.12053,36.25,-4.919,0.46422,-108.25,-59.004,0.53724,59.75,152.46,0.41636,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.1325,43.5,-4.919,0.42735,-113.25,-59.004,0.54579,68.75,152.46,0.40024,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.14354,53.5,-4.919,0.44371,-122.25,-59.004,0.52357,83.75,152.46,0.38681,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.15472,61,-4.919,0.44615,-123.5,-59.004,0.50794,88.25,152.46,0.34261,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.16571,69.75,-4.919,0.43443,-122.5,-59.004,0.50134,93.25,152.46,0.33553,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.17658,72.5,-4.919,0.44664,-123.25,-59.004,0.49963,94,152.46,0.33797,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.1878,74.75,-4.919,0.47106,-120,-59.004,0.50403,93,152.46,0.34383,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.19946,74.75,524.48,0.47057,-120,-59.004,0.50745,95.25,152.46,0.3409,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.21039,74.25,524.48,0.47839,-120,-493.44,0.50672,94.25,152.46,0.34994,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.22119,74,524.48,0.47424,-118,-493.44,0.50208,95.5,152.46,0.35018,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.23167,75.5,524.48,0.48034,-119,-493.44,0.50159,94.75,549.18,0.34579,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.24249,74.25,524.48,0.4735,-119.5,-493.44,0.49915,95.75,549.18,0.34969,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.25362,74.75,524.48,0.47985,-118.5,-493.44,0.49939,96,549.18,0.35263,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.26468,74,524.48,0.48107,-117.75,-493.44,0.50208,95.25,549.18,0.34774,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.27563,74.25,524.48,0.48498,-117.75,-493.44,0.50061,95.5,549.18,0.35385,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.28662,74.75,524.48,0.47546,-118,-493.44,0.49548,95.5,549.18,0.35751,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.29747,74.75,524.48,0.48132,-116.25,-493.44,0.49915,95.25,549.18,0.35507,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
0.30842,75.5,524.48,0.47228,-117.5,-493.44,0.49768,96.75,549.18,0.3558,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34,4.0935e-34
