3111.3,0.15921,0.0012752,-0.047663
3111.8,0.15934,0.0009116,-0.047741
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3112.2,0.1592,0.001093,-0.047796
3112.4,0.15898,0.00097021,-0.048111
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3112.7,0.15851,0.0012092,-0.048335
3112.9,0.15893,0.001273,-0.047972
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3113.3,0.15928,0.0012758,-0.047669
3113.5,0.16033,0.0011007,-0.04113
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3113.9,0.15644,0.00089503,-0.039947
3114.1,0.15683,0.00083745,-0.039855
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3114.4,0.15065,0.00086192,-0.039816
3114.6,0.15145,0.0012708,-0.039124
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3115,0.14571,0.0011116,-0.038088
3115.2,0.14527,0.00094191,-0.038143
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3115.6,0.1409,0.00075238,-0.037039
3115.8,0.14051,0.0006967,-0.037295
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3116.2,0.13681,0.00067838,-0.035746
3116.4,0.13771,0.00099801,-0.035279
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3116.7,0.13686,0.00078302,-0.034011
3116.9,0.13629,0.00098768,-0.034146
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3117.3,0.13503,0.00097852,-0.034113
3117.5,0.13535,0.00072274,-0.033855
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3117.9,0.13566,0.00077616,-0.033931
3118.1,0.13561,0.00082757,-0.033582
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3118.5,0.13528,0.00061918,-0.03404
3118.7,0.1354,0.00098125,-0.034204
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3119,0.14903,0.00085265,-0.036355
3119.2,0.14916,0.00079649,-0.036375
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3119.6,0.16902,0.00070912,-0.038047
3119.8,0.16953,0.00096993,-0.037997
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3120.2,0.19177,0.0010972,-0.037446
3120.4,0.19099,0.0010198,-0.038055
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3120.8,0.2092,0.0010373,-0.038362
3120.9,0.20957,0.0012789,-0.038349
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3121.3,0.23081,0.0012325,-0.035046
3121.5,0.23,0.0014036,-0.035722
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3121.9,0.25,0.0011442,-0.02888
3122.1,0.25042,0.0015282,-0.028478
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3122.5,0.26172,0.0014974,-0.025053
3122.7,0.26197,0.0015987,-0.024587
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3123,0.26857,0.001639,-0.022012
3123.2,0.26909,0.0012316,-0.021289
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3123.6,0.2711,0.001034,-0.019966
3123.8,0.27087,0.0018597,-0.020313
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3124.2,0.27127,0.0014485,-0.019789
3124.4,0.27115,0.0016547,-0.019995
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3124.8,0.2712,0.0014481,-0.019464
3125,0.27118,0.0012412,-0.01973
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3125.3,0.27301,0.0011454,-0.0032856
3125.5,0.27405,0.001777,-0.0010655
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3125.9,0.27125,0.0020692,0.014745
3126.1,0.27583,0.0016833,0.026269
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3126.5,0.26567,0.00152,0.032948
3126.7,0.27406,0.0019861,0.057889
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
3127.1,0.26108,0.0014937,0.059088
